parent_type,parent_id,parent_label,relationship,child_type,child_id,child_label
class_block,Class AA - enlargement of a dwellinghouse by construction of additional storeys,Class AA - enlargement of a dwellinghouse by construction of additional storeys,has_provision,provision,schedule-2-part-1-crossheading-class-aa-enlargement-of-a-dwellinghouse-by-construction-of-additional-storeys_paragraph-AA.2,AA.2
provision,schedule-2-part-1-crossheading-class-aa-enlargement-of-a-dwellinghouse-by-construction-of-additional-storeys_paragraph-AA.2,schedule-2-part-1-crossheading-class-aa-enlargement-of-a-dwellinghouse-by-construction-of-additional-storeys_paragraph-AA.2,has_sub_provision,provision,schedule-2-paragraph-AA.2-1,1
provision,schedule-2-part-1-crossheading-class-aa-enlargement-of-a-dwellinghouse-by-construction-of-additional-storeys_paragraph-AA.2,schedule-2-part-1-crossheading-class-aa-enlargement-of-a-dwellinghouse-by-construction-of-additional-storeys_paragraph-AA.2,has_sub_provision,provision,schedule-2-paragraph-AA.2-2,2
provision,schedule-2-paragraph-AA.2-2,schedule-2-paragraph-AA.2-2,has_sub_provision,provision,schedule-2-paragraph-AA.2-2-a,a
provision,schedule-2-paragraph-AA.2-2,schedule-2-paragraph-AA.2-2,has_sub_provision,provision,schedule-2-paragraph-AA.2-2-b,b
provision,schedule-2-paragraph-AA.2-2,schedule-2-paragraph-AA.2-2,has_sub_provision,provision,schedule-2-paragraph-AA.2-2-c,c
provision,schedule-2-paragraph-AA.2-2,schedule-2-paragraph-AA.2-2,has_sub_provision,provision,schedule-2-paragraph-AA.2-2-d,d
provision,schedule-2-part-1-crossheading-class-aa-enlargement-of-a-dwellinghouse-by-construction-of-additional-storeys_paragraph-AA.2,schedule-2-part-1-crossheading-class-aa-enlargement-of-a-dwellinghouse-by-construction-of-additional-storeys_paragraph-AA.2,has_sub_provision,provision,schedule-2-paragraph-AA.2-3,3
provision,schedule-2-paragraph-AA.2-3,schedule-2-paragraph-AA.2-3,has_sub_provision,provision,schedule-2-paragraph-AA.2-3-a,a
provision,schedule-2-paragraph-AA.2-3-a,schedule-2-paragraph-AA.2-3-a,has_sub_provision,provision,schedule-2-paragraph-AA.2-3-a-i,i
provision,schedule-2-paragraph-AA.2-3-a,schedule-2-paragraph-AA.2-3-a,has_sub_provision,provision,schedule-2-paragraph-AA.2-3-a-ii,ii
provision,schedule-2-paragraph-AA.2-3-a,schedule-2-paragraph-AA.2-3-a,has_sub_provision,provision,schedule-2-paragraph-AA.2-3-a-iii,iii
provision,schedule-2-paragraph-AA.2-3-a,schedule-2-paragraph-AA.2-3-a,has_sub_provision,provision,schedule-2-paragraph-AA.2-3-a-iv,iv
provision,schedule-2-paragraph-AA.2-3,schedule-2-paragraph-AA.2-3,has_sub_provision,provision,schedule-2-paragraph-AA.2-3-b,b
provision,schedule-2-paragraph-AA.2-3,schedule-2-paragraph-AA.2-3,has_sub_provision,provision,schedule-2-paragraph-AA.2-3-c,c
provision,schedule-2-paragraph-AA.2-3,schedule-2-paragraph-AA.2-3,has_sub_provision,provision,schedule-2-paragraph-AA.2-3-d,d
provision,schedule-2-paragraph-AA.2-3,schedule-2-paragraph-AA.2-3,has_sub_provision,provision,schedule-2-paragraph-AA.2-3-e,e
provision,schedule-2-paragraph-AA.2-3-e,schedule-2-paragraph-AA.2-3-e,has_sub_provision,provision,schedule-2-paragraph-AA.2-3-e-i,i
provision,schedule-2-paragraph-AA.2-3-e,schedule-2-paragraph-AA.2-3-e,has_sub_provision,provision,schedule-2-paragraph-AA.2-3-e-ii,ii
provision,schedule-2-paragraph-AA.2-3-e,schedule-2-paragraph-AA.2-3-e,has_sub_provision,provision,schedule-2-paragraph-AA.2-3-e-iii,iii
class_block,Class AA - enlargement of a dwellinghouse by construction of additional storeys,Class AA - enlargement of a dwellinghouse by construction of additional storeys,has_provision,provision,schedule-2-part-1-crossheading-class-aa-enlargement-of-a-dwellinghouse-by-construction-of-additional-storeys_paragraph-AA.3,AA.3
provision,schedule-2-part-1-crossheading-class-aa-enlargement-of-a-dwellinghouse-by-construction-of-additional-storeys_paragraph-AA.3,schedule-2-part-1-crossheading-class-aa-enlargement-of-a-dwellinghouse-by-construction-of-additional-storeys_paragraph-AA.3,has_sub_provision,provision,schedule-2-paragraph-AA.3-1,1
provision,schedule-2-part-1-crossheading-class-aa-enlargement-of-a-dwellinghouse-by-construction-of-additional-storeys_paragraph-AA.3,schedule-2-part-1-crossheading-class-aa-enlargement-of-a-dwellinghouse-by-construction-of-additional-storeys_paragraph-AA.3,has_sub_provision,provision,schedule-2-paragraph-AA.3-2,2
provision,schedule-2-paragraph-AA.3-2,schedule-2-paragraph-AA.3-2,has_sub_provision,provision,schedule-2-paragraph-AA.3-2-a,a
provision,schedule-2-paragraph-AA.3-2,schedule-2-paragraph-AA.3-2,has_sub_provision,provision,schedule-2-paragraph-AA.3-2-b,b
provision,schedule-2-paragraph-AA.3-2,schedule-2-paragraph-AA.3-2,has_sub_provision,provision,schedule-2-paragraph-AA.3-2-c,c
provision,schedule-2-paragraph-AA.3-2-c,schedule-2-paragraph-AA.3-2-c,has_sub_provision,provision,schedule-2-paragraph-AA.3-2-c-i,i
provision,schedule-2-paragraph-AA.3-2-c,schedule-2-paragraph-AA.3-2-c,has_sub_provision,provision,schedule-2-paragraph-AA.3-2-c-ii,ii
provision,schedule-2-part-1-crossheading-class-aa-enlargement-of-a-dwellinghouse-by-construction-of-additional-storeys_paragraph-AA.3,schedule-2-part-1-crossheading-class-aa-enlargement-of-a-dwellinghouse-by-construction-of-additional-storeys_paragraph-AA.3,has_sub_provision,provision,schedule-2-paragraph-AA.3-3,3
provision,schedule-2-paragraph-AA.3-3,schedule-2-paragraph-AA.3-3,has_sub_provision,provision,schedule-2-paragraph-AA.3-3-a,a
provision,schedule-2-paragraph-AA.3-3,schedule-2-paragraph-AA.3-3,has_sub_provision,provision,schedule-2-paragraph-AA.3-3-b,b
provision,schedule-2-part-1-crossheading-class-aa-enlargement-of-a-dwellinghouse-by-construction-of-additional-storeys_paragraph-AA.3,schedule-2-part-1-crossheading-class-aa-enlargement-of-a-dwellinghouse-by-construction-of-additional-storeys_paragraph-AA.3,has_sub_provision,provision,schedule-2-paragraph-AA.3-4,4
provision,schedule-2-part-1-crossheading-class-aa-enlargement-of-a-dwellinghouse-by-construction-of-additional-storeys_paragraph-AA.3,schedule-2-part-1-crossheading-class-aa-enlargement-of-a-dwellinghouse-by-construction-of-additional-storeys_paragraph-AA.3,has_sub_provision,provision,schedule-2-paragraph-AA.3-5,5
provision,schedule-2-paragraph-AA.3-5,schedule-2-paragraph-AA.3-5,has_sub_provision,provision,schedule-2-paragraph-AA.3-5-a,a
provision,schedule-2-paragraph-AA.3-5,schedule-2-paragraph-AA.3-5,has_sub_provision,provision,schedule-2-paragraph-AA.3-5-b,b
provision,schedule-2-paragraph-AA.3-5,schedule-2-paragraph-AA.3-5,has_sub_provision,provision,schedule-2-paragraph-AA.3-5-c,c
provision,schedule-2-part-1-crossheading-class-aa-enlargement-of-a-dwellinghouse-by-construction-of-additional-storeys_paragraph-AA.3,schedule-2-part-1-crossheading-class-aa-enlargement-of-a-dwellinghouse-by-construction-of-additional-storeys_paragraph-AA.3,has_sub_provision,provision,schedule-2-paragraph-AA.3-6,6
provision,schedule-2-part-1-crossheading-class-aa-enlargement-of-a-dwellinghouse-by-construction-of-additional-storeys_paragraph-AA.3,schedule-2-part-1-crossheading-class-aa-enlargement-of-a-dwellinghouse-by-construction-of-additional-storeys_paragraph-AA.3,has_sub_provision,provision,schedule-2-paragraph-AA.3-7,7
provision,schedule-2-part-1-crossheading-class-aa-enlargement-of-a-dwellinghouse-by-construction-of-additional-storeys_paragraph-AA.3,schedule-2-part-1-crossheading-class-aa-enlargement-of-a-dwellinghouse-by-construction-of-additional-storeys_paragraph-AA.3,has_sub_provision,provision,schedule-2-paragraph-AA.3-8,8
provision,schedule-2-part-1-crossheading-class-aa-enlargement-of-a-dwellinghouse-by-construction-of-additional-storeys_paragraph-AA.3,schedule-2-part-1-crossheading-class-aa-enlargement-of-a-dwellinghouse-by-construction-of-additional-storeys_paragraph-AA.3,has_sub_provision,provision,schedule-2-paragraph-AA.3-9,9
provision,schedule-2-part-1-crossheading-class-aa-enlargement-of-a-dwellinghouse-by-construction-of-additional-storeys_paragraph-AA.3,schedule-2-part-1-crossheading-class-aa-enlargement-of-a-dwellinghouse-by-construction-of-additional-storeys_paragraph-AA.3,has_sub_provision,provision,schedule-2-paragraph-AA.3-10,10
provision,schedule-2-part-1-crossheading-class-aa-enlargement-of-a-dwellinghouse-by-construction-of-additional-storeys_paragraph-AA.3,schedule-2-part-1-crossheading-class-aa-enlargement-of-a-dwellinghouse-by-construction-of-additional-storeys_paragraph-AA.3,has_sub_provision,provision,schedule-2-paragraph-AA.3-11,11
provision,schedule-2-paragraph-AA.3-11,schedule-2-paragraph-AA.3-11,has_sub_provision,provision,schedule-2-paragraph-AA.3-11-a,a
provision,schedule-2-paragraph-AA.3-11,schedule-2-paragraph-AA.3-11,has_sub_provision,provision,schedule-2-paragraph-AA.3-11-b,b
provision,schedule-2-paragraph-AA.3-11,schedule-2-paragraph-AA.3-11,has_sub_provision,provision,schedule-2-paragraph-AA.3-11-c,c
provision,schedule-2-part-1-crossheading-class-aa-enlargement-of-a-dwellinghouse-by-construction-of-additional-storeys_paragraph-AA.3,schedule-2-part-1-crossheading-class-aa-enlargement-of-a-dwellinghouse-by-construction-of-additional-storeys_paragraph-AA.3,has_sub_provision,provision,schedule-2-paragraph-AA.3-12,12
provision,schedule-2-paragraph-AA.3-12,schedule-2-paragraph-AA.3-12,has_sub_provision,provision,schedule-2-paragraph-AA.3-12-a,a
provision,schedule-2-paragraph-AA.3-12,schedule-2-paragraph-AA.3-12,has_sub_provision,provision,schedule-2-paragraph-AA.3-12-b,b
provision,schedule-2-part-1-crossheading-class-aa-enlargement-of-a-dwellinghouse-by-construction-of-additional-storeys_paragraph-AA.3,schedule-2-part-1-crossheading-class-aa-enlargement-of-a-dwellinghouse-by-construction-of-additional-storeys_paragraph-AA.3,has_sub_provision,provision,schedule-2-paragraph-AA.3-13,13
provision,schedule-2-part-1-crossheading-class-aa-enlargement-of-a-dwellinghouse-by-construction-of-additional-storeys_paragraph-AA.3,schedule-2-part-1-crossheading-class-aa-enlargement-of-a-dwellinghouse-by-construction-of-additional-storeys_paragraph-AA.3,has_sub_provision,provision,schedule-2-paragraph-AA.3-14,14
provision,schedule-2-part-1-crossheading-class-aa-enlargement-of-a-dwellinghouse-by-construction-of-additional-storeys_paragraph-AA.3,schedule-2-part-1-crossheading-class-aa-enlargement-of-a-dwellinghouse-by-construction-of-additional-storeys_paragraph-AA.3,has_sub_provision,provision,schedule-2-paragraph-AA.3-15,15
class_block,Class AA - enlargement of a dwellinghouse by construction of additional storeys,Class AA - enlargement of a dwellinghouse by construction of additional storeys,has_provision,provision,schedule-2-part-1-crossheading-class-aa-enlargement-of-a-dwellinghouse-by-construction-of-additional-storeys_paragraph-AA4,AA4
provision,schedule-2-part-1-crossheading-class-aa-enlargement-of-a-dwellinghouse-by-construction-of-additional-storeys_paragraph-AA4,schedule-2-part-1-crossheading-class-aa-enlargement-of-a-dwellinghouse-by-construction-of-additional-storeys_paragraph-AA4,has_sub_provision,provision,schedule-2-paragraph-AA4-1,1
provision,schedule-2-part-1-crossheading-class-aa-enlargement-of-a-dwellinghouse-by-construction-of-additional-storeys_paragraph-AA4,schedule-2-part-1-crossheading-class-aa-enlargement-of-a-dwellinghouse-by-construction-of-additional-storeys_paragraph-AA4,has_sub_provision,provision,schedule-2-paragraph-AA4-2,2
provision,schedule-2-paragraph-AA4-2,schedule-2-paragraph-AA4-2,has_sub_provision,provision,schedule-2-paragraph-AA4-2-a,a
provision,schedule-2-paragraph-AA4-2,schedule-2-paragraph-AA4-2,has_sub_provision,provision,schedule-2-paragraph-AA4-2-b,b
part,PART 1,PART 1,has_class,class_block,Class B – additions etc to the roof of a dwellinghouse,Class B – additions etc to the roof of a dwellinghouse
class_block,Class B – additions etc to the roof of a dwellinghouse,Class B – additions etc to the roof of a dwellinghouse,has_provision,provision,schedule-2-part-1-crossheading-class-b-additions-etc-to-the-roof-of-a-dwellinghouse_paragraph-B,B
class_block,Class B – additions etc to the roof of a dwellinghouse,Class B – additions etc to the roof of a dwellinghouse,has_provision,provision,schedule-2-part-1-crossheading-class-b-additions-etc-to-the-roof-of-a-dwellinghouse_paragraph-B.1,B
class_block,Class B – additions etc to the roof of a dwellinghouse,Class B – additions etc to the roof of a dwellinghouse,has_provision,provision,schedule-2-part-1-crossheading-class-b-additions-etc-to-the-roof-of-a-dwellinghouse_paragraph-B.2,B
class_block,Class B – additions etc to the roof of a dwellinghouse,Class B – additions etc to the roof of a dwellinghouse,has_provision,provision,schedule-2-part-1-crossheading-class-b-additions-etc-to-the-roof-of-a-dwellinghouse_paragraph-B.3,B
class_block,Class B – additions etc to the roof of a dwellinghouse,Class B – additions etc to the roof of a dwellinghouse,has_provision,provision,schedule-2-part-1-crossheading-class-b-additions-etc-to-the-roof-of-a-dwellinghouse_paragraph-B.4,B
part,PART 1,PART 1,has_class,class_block,Class C – other alterations to the roof of a dwellinghouse,Class C – other alterations to the roof of a dwellinghouse
class_block,Class C – other alterations to the roof of a dwellinghouse,Class C – other alterations to the roof of a dwellinghouse,has_provision,provision,schedule-2-part-1-crossheading-class-c-other-alterations-to-the-roof-of-a-dwellinghouse_paragraph-C,C
class_block,Class C – other alterations to the roof of a dwellinghouse,Class C – other alterations to the roof of a dwellinghouse,has_provision,provision,schedule-2-part-1-crossheading-class-c-other-alterations-to-the-roof-of-a-dwellinghouse_paragraph-C.1,C
class_block,Class C – other alterations to the roof of a dwellinghouse,Class C – other alterations to the roof of a dwellinghouse,has_provision,provision,schedule-2-part-1-crossheading-class-c-other-alterations-to-the-roof-of-a-dwellinghouse_paragraph-C.2,C
part,PART 1,PART 1,has_class,class_block,Class D – porches,Class D – porches
class_block,Class D – porches,Class D – porches,has_provision,provision,schedule-2-part-1-crossheading-class-d-porches_paragraph-D,D
class_block,Class D – porches,Class D – porches,has_provision,provision,schedule-2-part-1-crossheading-class-d-porches_paragraph-D.1,D
part,PART 1,PART 1,has_class,class_block,Class E – buildings etc incidental to the enjoyment of a dwellinghouse,Class E – buildings etc incidental to the enjoyment of a dwellinghouse
class_block,Class E – buildings etc incidental to the enjoyment of a dwellinghouse,Class E – buildings etc incidental to the enjoyment of a dwellinghouse,has_provision,provision,schedule-2-part-1-crossheading-class-e-buildings-etc-incidental-to-the-enjoyment-of-a-dwellinghouse_paragraph-E,E
class_block,Class E – buildings etc incidental to the enjoyment of a dwellinghouse,Class E – buildings etc incidental to the enjoyment of a dwellinghouse,has_provision,provision,schedule-2-part-1-crossheading-class-e-buildings-etc-incidental-to-the-enjoyment-of-a-dwellinghouse_paragraph-E.1,E
class_block,Class E – buildings etc incidental to the enjoyment of a dwellinghouse,Class E – buildings etc incidental to the enjoyment of a dwellinghouse,has_provision,provision,schedule-2-part-1-crossheading-class-e-buildings-etc-incidental-to-the-enjoyment-of-a-dwellinghouse_paragraph-E.2,E
class_block,Class E – buildings etc incidental to the enjoyment of a dwellinghouse,Class E – buildings etc incidental to the enjoyment of a dwellinghouse,has_provision,provision,schedule-2-part-1-crossheading-class-e-buildings-etc-incidental-to-the-enjoyment-of-a-dwellinghouse_paragraph-E.3,E
class_block,Class E – buildings etc incidental to the enjoyment of a dwellinghouse,Class E – buildings etc incidental to the enjoyment of a dwellinghouse,has_provision,provision,schedule-2-part-1-crossheading-class-e-buildings-etc-incidental-to-the-enjoyment-of-a-dwellinghouse_paragraph-E.4,E
